"true_mu_theta","infer_mu_theta","true_mu_lambda","infer_mu_lambda","true_mu_phi","infer_mu_phi","true_mu_cons","infer_mu_cons"
0.433258301392198,0.0665671080093506,0.322769339429215,0.0740254102846496,-1.12015163805336,-2.2023669943545,2.58840346802026,2.31686838785925
0.632341934554279,0.892438072010041,0.433401265088469,0.148894539745571,-1.22114820405841,-1.29586384161599,1.14743637712672,1.04834285091212
0.261054237838835,0.0293092495490346,0.279055052576587,0.0905025990857092,-1.79949327651411,-2.05467562416867,1.32156074978411,1.75660715706899
0.39513458958827,0.0883095490309894,0.714631850505248,0.164757898953533,-1.59026320651174,-2.46723101180944,2.9485204461962,2.5066448268305
0.365508230496198,0.417906529991713,0.770343452645466,0.93505005099617,-0.745027581229806,-1.02141510685336,2.26119811320677,2.24276057877929
0.638553147483617,0.96870017547597,0.798467312706634,0.988496671852132,1.21160912513733,1.3456376373236,1.79759856080636,1.71228855170332
0.656111804256216,0.965072067412318,0.416182145662606,0.065055013927203,-1.495411708951,-1.36462171437742,2.89852812048048,2.51590473517343
0.574553583469242,0.532830664372961,0.56657457491383,0.654959132677836,1.91361702606082,1.96516695594994,2.13453830033541,2.17222802856817
0.464209797466174,0.393342655129874,0.749023471446708,0.974124547211712,1.64976341184229,1.61822935416332,1.363453484606,1.20902859343397
0.249522561719641,0.022287049377708,0.278384931990877,0.0194089343702651,1.48685052245855,1.46298959118458,1.95384563272819,1.95862731711937
0.629558604583144,0.929053432856504,0.669238103646785,0.725904523808337,-1.6536136046052,-1.72164696579189,1.47801486635581,1.48823441419272
0.70902837542817,0.938882300679161,0.671076525188983,0.795356417973249,1.232825900428,1.23613561842338,2.32382907811552,2.42845478809682
0.420042374869809,0.39124459191719,0.242824238818139,0.0181798282223165,0.56421544123441,0.462525961340961,2.11722536291927,1.91094448923264
0.641755744302645,0.711237726797597,0.254075822466984,0.0192067260700279,0.738112834282219,0.689534932298881,2.22028315905482,2.32905931047219
0.617235505953431,0.875894273031682,0.770763727556914,0.930662672330118,-0.512434781529009,-0.295530047927166,2.20102126151323,2.46606634881106
0.263494118489325,0.0301186654276198,0.29708602540195,0.0352035532366484,1.1004371130839,1.0626608006363,1.33024508459494,1.32342899169619
0.579041797155514,0.914576543892171,0.386597882024944,0.0709981322946909,-1.18180036079139,-1.57937176236944,1.31443802313879,1.1465942364632
0.730366755323485,0.959643812819082,0.64790770332329,0.969822394120168,0.292780173011124,0.303076619485011,2.44307443639264,2.50152912432826
0.672625481337309,0.973654173636421,0.563461292022839,0.727467523692106,0.369330996647477,0.562424760546137,2.44315492361784,2.41643046374266
0.212609853735194,0.0165109446050739,0.283993539307267,0.022758130151623,1.1384377675131,1.26654481011863,2.28819982241839,2.0522078820727
0.325839187158272,0.0383918300181351,0.276614524284378,0.024270873385301,0.755372617393732,0.97143436263904,2.67134768003598,2.71771387143821
0.368289743270725,0.362689034645529,0.431074906978756,0.470264681144202,0.828597384504974,0.815841271371791,1.65243825223297,1.63299148807419
0.278514461312443,0.0345695254741646,0.223338490445167,0.0113156245261633,0.595815489068627,0.660681389122536,1.06392690772191,1.01683129164699
0.20716712763533,0.0339870982416012,0.299864690704271,0.0241679884528468,0.191816645674407,-0.0269331794448684,1.99264926323667,1.92936105011028
0.615762907266617,0.74527445594748,0.664296637428925,0.919412637020014,1.50060950219631,1.51573622361168,2.98382431501523,3.02793473215249
0.604061598330736,0.69280022468132,0.502787934849039,0.5002200043992,1.08642021100968,1.03622873280334,2.73000878933817,2.70539289166632
0.202130320342258,0.0271031342675155,0.767143753869459,0.98262970598259,0.78762102406472,0.782648097845082,2.56225975230336,2.6181834350783
0.425458989245817,0.0836362794053081,0.331800427846611,0.041439644287744,-0.0868957294151187,-0.41526288844722,2.79392258124426,2.59301536226693
0.496178464312106,0.613633945733347,0.685449186898768,0.809544047566941,1.31797306146473,1.28834090147106,1.34633074840531,1.15106875509104
0.556593868136406,0.695537003761412,0.241932238917798,0.041181942713921,0.85534449480474,0.83032067642797,1.07273714477196,0.983103606564842
0.302630359726027,0.0481083478992918,0.300857513165101,0.0233098969558826,-0.516964164562523,-1.27358089908689,2.47683716751635,1.87535678435251
0.551310642808676,0.916866759740994,0.44048469173722,0.0814317882829944,-0.560753496363759,-0.912418923347472,2.45866361027583,2.36629998513409
0.590293780341745,0.84373073616056,0.291112771071494,0.0359756378465316,0.465829429216683,0.49518941949085,1.1246782517992,1.10752109850947
0.72330937795341,0.978890763748522,0.581728682853281,0.584809150842936,1.62041449919343,1.47101386203125,1.70495160296559,1.6811748385922
0.351603726577014,0.0490411742921242,0.617264225846156,0.662488228084119,1.71495886985213,1.70424708201183,1.19565929658711,1.18169422156817
0.425489425472915,0.18316511754449,0.587776710325852,0.163900723654262,-1.57196582853794,-2.42972105287921,2.05439434712753,1.80360042143862
0.228582169814035,0.0281340374590225,0.385823857551441,0.260180258631899,1.64518822263926,1.67695501035126,1.84369193436578,1.76395170189499
0.770844854321331,0.975614526372431,0.487324715871364,0.490938562845335,0.512782913632691,0.535675866821772,1.72489161975682,1.55275913221803
0.476680549886078,0.643719314516149,0.704042102769017,0.951464221135014,1.14964359719306,1.06876189250313,2.66222001891583,2.76502424154123
0.42773460415192,0.438333597589034,0.374208312947303,0.295385671472142,1.27465243358165,1.25796278450473,2.83902499033138,2.76101167884289
0.722785174846649,0.898208865735048,0.317640253109857,0.233112293963591,1.63905222248286,1.67251017764157,2.28381001902744,2.25076227612077
0.730427703214809,0.962110960504371,0.662775259977207,0.852681911834873,1.83070786297321,2.12875607872552,1.03558806981891,1.00662512657945
0.417364401649684,0.098135051560154,0.493305351166055,0.0768872808462568,-1.95834155753255,-2.95230485813401,1.57855270151049,1.36716557360836
0.67965195812285,0.962016502962169,0.289089388446882,0.117147140558291,1.66488719917834,1.75733561373684,1.42165467189625,1.51523706660042
0.786583839869127,0.970421887501393,0.79966953410767,0.989283354464598,0.804470263421535,0.831731038207612,1.77088905172423,1.80360436468636
0.271560292271897,0.0319738566180091,0.521947393333539,0.353573839822572,-1.44539567362517,-1.56100104718946,1.14641727507114,1.08708956934372
0.436067367298529,0.732556915770013,0.616032388387248,0.65286303511743,-0.992105243727565,-1.46171983073161,2.81747174169868,2.5509052724127
0.703915271162987,0.96525872531383,0.490037060203031,0.400650325840867,-1.13309444952756,-1.10163026258949,2.00018016481772,1.69842528974285
0.374190574046224,0.0770991484439905,0.311150331841782,0.0587459617363005,0.236112635582685,0.283712531005244,1.30542850866914,1.28178280387859
0.44792387415655,0.937827470244833,0.695104605983943,0.791600634617866,-0.755446512252092,-0.814908940114588,2.68514811666682,2.43552544618031
0.638985985470936,0.808619720738476,0.600084661180154,0.778795220040815,1.81088047567755,2.00083424792051,1.35631809104234,1.20558837802943
0.709258470963687,0.952186574467656,0.670300801703706,0.737193613205696,0.547975863330066,0.682704153791716,2.72360577201471,2.72664609367906
0.430263595329598,0.806109286751706,0.490199569519609,0.0679950267896291,-0.298975442536175,-0.649289964160635,2.46489250101149,2.09395482011187
0.393266401533037,0.94000641215143,0.631018578726798,0.530632119260608,-0.727632865309715,-1.68134002169714,2.88089971570298,2.05593841883342
0.487098305439577,0.481410163805959,0.29457771810703,0.0321924593526177,0.159903788939118,-0.0795620866817113,2.43834444554523,2.18030479648825
0.452040952676907,0.440659519418998,0.278233316214755,0.028830570888062,0.892615560442209,0.844802013864855,1.29078389424831,1.14945397287785
0.674290164886043,0.974471925393834,0.466070888703689,0.592335424483207,-0.35481567773968,-0.427135082020663,1.11750636110082,1.12172385890903
0.498520663520321,0.195196146876746,0.314760958589613,0.0498244533775496,-1.74779758881778,-1.34544799697771,1.27280926844105,1.2727975035882
0.273391330195591,0.107567302823634,0.752689576894045,0.197777902016442,-0.96795691922307,-2.5256139123122,2.90940284077078,2.53465549192986
0.67337787700817,0.956356074533686,0.26718708332628,0.0273912570732238,0.386730273254216,0.470877973963253,2.05804150504991,2.07696998030073
0.225161378923804,0.0189281881463114,0.572265680832788,0.592744838804225,1.27280646655709,1.13836473770164,2.47335653984919,2.4101658428605
0.297413896536455,0.0241580483572725,0.431646211491898,0.348767023294624,0.76770886965096,0.697955438511713,2.8394087809138,2.72135744572196
0.324932332290337,0.334636240056704,0.526706055970863,0.634656096673715,0.786638488993049,0.674876740522646,2.47830309858546,2.33249889928249
0.495740290684626,0.97272138000437,0.543307448271662,0.206396593752064,-0.484452305361629,-0.827123766586517,2.7405344825238,2.53006454567489
0.761660566926003,0.977819278407914,0.685440955450758,0.756594784580185,-1.24635479878634,-1.00436497391321,1.05777754914016,1.15433768611829
0.762820384418592,0.987928071912735,0.324328219890595,0.102579865009406,0.307139599695802,0.239802921677749,2.56775990827009,2.5916414342012
0.455730566987768,0.143324846501676,0.612516342615709,0.102953712849125,-1.75462795142084,-2.54405111119136,2.43664275435731,2.02047477430933
0.639459170307964,0.949620156403377,0.507429000083357,0.482563407984068,0.90820734295994,0.899101572951648,2.02430959092453,1.95804235135156
0.587856266321614,0.800623048453044,0.480661112768576,0.483873108679144,0.792336104437709,0.949004046693846,1.03559968946502,0.982185321320259
0.532245667930693,0.512504014842886,0.273746856162325,0.0322526902936826,1.29840618185699,1.21352751647261,1.52142286254093,1.4776040719828
0.317523964261636,0.075838957079493,0.67076072357595,0.769927016673901,-0.859643580392003,-0.801860099104688,1.2030087262392,1.12588128476925
0.612429354246706,0.946526347590262,0.461722061596811,0.396133723927499,-0.326216689310968,-0.569278021362184,2.00382065866143,1.94537381243882
0.274290462955832,0.0233182369940166,0.41531594931148,0.388402179470588,1.49118206929415,1.58098082447781,1.75871479418129,1.76141063540881
0.366882746247575,0.0389861525298741,0.249687919626012,0.0202255352150719,0.43753276206553,0.584559241351176,2.40813783928752,2.38068167364222
0.490603720024228,0.126273967673665,0.427429749723524,0.458511997915345,0.067768570035696,-0.0935389782745588,1.98989566741511,1.72780468638683
0.477452354552224,0.555269937230456,0.297044030530378,0.330394195518263,1.98846392612904,1.85020483299541,2.7126803942956,2.5671507322061
0.437604602891952,0.766132351223591,0.662322789756581,0.552496085732558,-0.818499453365803,-0.963431367776799,1.43862971337512,1.43833313694268
0.587357049528509,0.874046317006474,0.725193081051111,0.439420541128018,-1.9158435985446,-1.94394245341371,2.6537538333796,2.59346161866277
0.204340874357149,0.0338776330542801,0.230465425876901,0.0824673259137231,-1.35264164954424,-2.8071497392314,2.81615120870993,2.3186618814051
0.455884862039238,0.186132308304687,0.666610491415486,0.328257955318102,-1.95424007438123,-2.61488202096184,2.08025615429506,2.4508930253937
0.275674201734364,0.247564145527201,0.798486366309226,0.985392766846783,0.26018825173378,0.256570170186305,2.84102208213881,2.85101749690198
0.253473098948598,0.161026013468126,0.699377600476146,0.120333865634495,-1.1198176369071,-2.15882001214208,2.80834427615628,2.13603944409121
0.330341759463772,0.0702967265984534,0.412510843575001,0.0767794658787284,-1.61804095283151,-2.25881058369259,1.58572971168905,1.79446038001376
0.303348710201681,0.0268131037258025,0.323216920346022,0.130430241265462,-0.241644822992384,-0.110880369773692,1.00724094873294,0.976228490258046
0.736033277679235,0.980429540200306,0.792844701325521,0.928479335172423,-0.699471111409366,-0.683278608119229,2.44711670093238,2.76746326644459
0.315968349389732,0.106035987323026,0.722908432967961,0.781960904633293,1.05142451636493,0.955681457063434,1.12607067450881,1.07876369263805
0.493475956143811,0.545994337794427,0.230466886004433,0.0225507368681099,0.826962117105722,0.778595731858067,1.97621910599992,1.93350727654939
0.325621590437368,0.0390997195855741,0.33149283323437,0.0337477682772331,-0.172700374387205,-0.12431762742789,2.43434951407835,2.30986126994527
0.624853999493644,0.942876800761267,0.527745954832062,0.562608966099272,0.0619623716920614,0.0757818365660454,1.03597255377099,0.982236680165747
0.642503213649616,0.956019142862425,0.784485497465357,0.987388847333899,0.846641287207603,0.999507929114467,1.74345924798399,1.86248245378713
0.764276237320155,0.976450827534194,0.212887997832149,0.0197813613378111,0.901221225969493,0.937659668523243,2.22582450788468,2.28954938775816
0.57506575267762,0.898842007688452,0.407927492214367,0.0779674978046268,-0.935001666657627,-1.16224487138844,1.66608536476269,1.56496795188492
0.625565737206489,0.979220772144652,0.536605896102265,0.407690572990419,-0.731875884346664,-1.09147587720858,2.70980919245631,2.76480753587533
0.755419522384182,0.970661202002532,0.610692719323561,0.693947092464248,1.18374663591385,1.327613450974,1.90523275313899,1.881110962379
0.558017100626603,0.781295260602057,0.645704628899693,0.869558326523419,-1.69307678006589,-1.56100848149284,1.08198127429932,1.1830541951712
0.251146495109424,0.0388735197468464,0.699721302092075,0.0797044766145456,-1.16955315787345,-2.11168237480474,2.26716269878671,1.81571115656063
0.717481014598161,0.964214337723166,0.796689430018887,0.972119670392614,-1.20626754499972,-1.06462551743045,1.52628853963688,1.78084652902294
0.690871157310903,0.950310367816529,0.786288979044184,0.985529098024812,0.0512226345017552,0.049497874634674,2.72312796441838,2.85498839411488
0.312104032747448,0.112416525474822,0.495398351084441,0.48919388491156,0.582600772380829,0.793218208492414,1.7495187446475,1.84361884115921
0.644559866562486,0.936963408619145,0.322718607680872,0.0421741425344256,-1.41521099768579,-1.80107777164847,1.97079707402736,2.38743631790502
